사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021043000100036,2021년 4월 30일 05시,금요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,기타,젖음/습기,비,단일로 - 기타,승용,남,69세,상해없음,자전거,남,66세,중상
2021043000100229,2021년 4월 30일 12시,금요일,경기도 수원시 권선구 권선동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,51세,기타불명,이륜,남,19세,부상신고
2021043000100485,2021년 4월 30일 18시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,여,50세,경상
2021043000100524,2021년 4월 30일 19시,금요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,39세,상해없음,보행자,남,44세,경상
2021043000100531,2021년 4월 30일 19시,금요일,경기도 수원시 영통구 이의동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,흐림,교차로 - 교차로안,승용,여,40세,상해없음,이륜,남,38세,중상
2021050100100004,2021년 5월 1일 00시,토요일,경기도 수원시 팔달구 남창동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,26세,상해없음,보행자,남,39세,부상신고
2021050100100022,2021년 5월 1일 01시,토요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,개인형이동수단(PM),기타불명,미분류,기타불명,승용,남,66세,상해없음
2021050100100093,2021년 5월 1일 09시,토요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,이륜,남,23세,부상신고,승용,여,39세,경상
2021050100100113,2021년 5월 1일 10시,토요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,32세,부상신고,승용,남,58세,경상
2021050100100119,2021년 5월 1일 10시,토요일,경기도 용인시 수지구 상현동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,28세,부상신고,승용,여,65세,상해없음
2021050100100213,2021년 5월 1일 13시,토요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,18세,경상,승용,남,60세,상해없음
2021050100100216,2021년 5월 1일 13시,토요일,경기도 수원시 권선구 서둔동,경상사고,0,0,3,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,승용,여,43세,경상
2021050100100251,2021년 5월 1일 14시,토요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,자전거,남,66세,경상
2021050100100290,2021년 5월 1일 15시,토요일,경기도 수원시 팔달구 팔달로2가,경상사고,0,0,1,0,차대차 - 기타,기타,젖음/습기,비,단일로 - 기타,화물,남,60세,상해없음,원동기,남,58세,경상
2021050100100325,2021년 5월 1일 16시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41세,상해없음,승용,남,65세,상해없음
2021050100100395,2021년 5월 1일 18시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,48세,상해없음,이륜,남,22세,경상
2021050100100434,2021년 5월 1일 19시,토요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 지하차도(도로)내,승합,남,58세,상해없음,,,,
2021050100100521,2021년 5월 1일 22시,토요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,승용,남,30세,경상
2021050100100522,2021년 5월 1일 22시,토요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,56세,상해없음,,,,
2021050100100548,2021년 5월 1일 23시,토요일,경기도 수원시 영통구 원천동,중상사고,0,2,1,0,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,61세,상해없음,승용,남,53세,중상
2021050100100550,2021년 5월 1일 23시,토요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,승용,남,24세,경상
2021050200100061,2021년 5월 2일 08시,일요일,경기도 용인시 수지구 성복동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,39세,상해없음,보행자,여,54세,경상
2021050200100123,2021년 5월 2일 11시,일요일,경기도 수원시 장안구 연무동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,71세,상해없음,승용,여,48세,경상
2021050200100155,2021년 5월 2일 12시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,37세,상해없음,보행자,여,68세,경상
2021050200100321,2021년 5월 2일 17시,일요일,경기도 수원시 팔달구 팔달로3가,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,승용,남,41세,경상
2021050200100423,2021년 5월 2일 21시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,남,55세,경상
2021050200100445,2021년 5월 2일 22시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,기타 - 기타,승용,남,19세,상해없음,승용,여,29세,경상
2021050200100466,2021년 5월 2일 23시,일요일,경기도 수원시 영통구 이의동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,53세,상해없음,승용,남,50세,경상
2021050300100057,2021년 5월 3일 07시,월요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,32세,상해없음,보행자,남,37세,경상
2021050300100087,2021년 5월 3일 08시,월요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,젖음/습기,맑음,교차로 - 교차로안,승용,남,40세,상해없음,승용,남,37세,경상
2021050300100123,2021년 5월 3일 09시,월요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,45세,경상
2021050300100158,2021년 5월 3일 10시,월요일,경기도 수원시 장안구 영화동,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,69세,상해없음,보행자,여,54세,중상
2021050300100250,2021년 5월 3일 12시,월요일,경기도 용인시 수지구 성복동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,60세,상해없음,승용,남,37세,경상
2021050300100284,2021년 5월 3일 13시,월요일,경기도 용인시 수지구 성복동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,경상,승용,여,41세,경상
2021050300100368,2021년 5월 3일 15시,월요일,경기도 용인시 수지구 상현동,중상사고,0,1,1,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,35세,부상신고,승용,남,56세,경상
2021050300100369,2021년 5월 3일 15시,월요일,경기도 용인시 수지구 상현동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,26세,기타불명,승용,여,50세,중상
2021050300100405,2021년 5월 3일 16시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,화물,남,57세,상해없음,승용,여,40세,상해없음
2021050300100502,2021년 5월 3일 18시,월요일,경기도 수원시 장안구 송죽동,중상사고,0,1,0,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,51세,상해없음,,,,
2021050300100566,2021년 5월 3일 20시,월요일,경기도 수원시 장안구 송죽동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,흐림,교차로 - 교차로안,화물,남,68세,상해없음,승용,남,38세,부상신고
2021050300100567,2021년 5월 3일 20시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,49세,경상,승합,남,67세,상해없음
2021050300100573,2021년 5월 3일 20시,월요일,경기도 수원시 팔달구 고등동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,54세,상해없음,보행자,남,51세,경상
2021050300100652,2021년 5월 3일 23시,월요일,경기도 수원시 영통구 영통동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,이륜,남,50세,중상
2021050300100653,2021년 5월 3일 23시,월요일,경기도 용인시 기흥구 보정동,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,37세,사망,건설기계,남,47세,기타불명
2021050400100003,2021년 5월 4일 00시,화요일,경기도 수원시 팔달구 인계동,사망사고,1,0,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,보행자,남,53세,사망
2021050400100010,2021년 5월 4일 01시,화요일,경기도 수원시 영통구 이의동,부상신고사고,0,0,0,1,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,승용,남,29세,상해없음,이륜,남,27세,부상신고
2021050400100031,2021년 5월 4일 06시,화요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,29세,경상,승용,여,45세,상해없음
2021050400100075,2021년 5월 4일 08시,화요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,여,42세,상해없음,승용,남,65세,경상
2021050400100252,2021년 5월 4일 14시,화요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,젖음/습기,비,교차로 - 교차로안,자전거,남,72세,중상,승용,여,46세,상해없음
2021050400100289,2021년 5월 4일 15시,화요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,31세,상해없음,승용,남,52세,경상
2021050400100369,2021년 5월 4일 17시,화요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,젖음/습기,비,기타 - 기타,화물,남,64세,상해없음,화물,여,51세,경상
2021050400100370,2021년 5월 4일 17시,화요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,36세,상해없음,이륜,남,42세,경상
2021050400100371,2021년 5월 4일 17시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,젖음/습기,비,기타 - 기타,화물,남,30세,경상,화물,남,57세,경상
2021050400100414,2021년 5월 4일 18시,화요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,66세,상해없음,원동기,남,27세,경상
2021050400100480,2021년 5월 4일 19시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,남,53세,경상
2021050400100486,2021년 5월 4일 19시,화요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,52세,상해없음,승합,남,60세,상해없음
2021050400100537,2021년 5월 4일 20시,화요일,경기도 수원시 영통구 원천동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,41세,상해없음,승용,여,40세,중상
2021050400100597,2021년 5월 4일 21시,화요일,경기도 수원시 장안구 송죽동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,이륜,남,22세,상해없음,승합,남,45세,경상
2021050400100699,2021년 5월 4일 23시,화요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,66세,상해없음,승용,남,18세,경상
2021050400100700,2021년 5월 4일 23시,화요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,25세,부상신고,승합,남,56세,상해없음
2021050500100002,2021년 5월 5일 00시,수요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,19세,경상
2021050500100138,2021년 5월 5일 11시,수요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,승용,남,66세,경상
2021050500100183,2021년 5월 5일 12시,수요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,44세,상해없음,원동기,남,29세,중상
2021050500100223,2021년 5월 5일 13시,수요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,0,차대차 - 후진중충돌,불법유턴,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,승용,남,37세,경상
2021050500100262,2021년 5월 5일 14시,수요일,경기도 수원시 영통구 망포동,중상사고,0,1,4,1,차대차 - 측면충돌,신호위반,기타,맑음,교차로 - 교차로안,승용,여,28세,부상신고,승용,남,39세,경상
2021050500100263,2021년 5월 5일 14시,수요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,30세,경상
2021050500100432,2021년 5월 5일 18시,수요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,1,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,승합,남,62세,경상
2021050500100440,2021년 5월 5일 18시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,58세,상해없음,승용,남,31세,경상
2021050500100441,2021년 5월 5일 18시,수요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,승용,남,34세,경상
2021050600100109,2021년 5월 6일 09시,목요일,경기도 용인시 수지구 신봉동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,40세,경상
2021050600100266,2021년 5월 6일 14시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,61세,상해없음,보행자,남,24세,경상
2021050600100298,2021년 5월 6일 15시,목요일,경기도 수원시 팔달구 구천동,중상사고,0,1,0,0,차대사람 - 횡단중,중앙선침범,건조,맑음,단일로 - 기타,화물,남,47세,상해없음,보행자,남,59세,중상
2021050600100465,2021년 5월 6일 19시,목요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,43세,상해없음,자전거,남,28세,경상
2021050600100516,2021년 5월 6일 21시,목요일,경기도 수원시 영통구 매탄동,중상사고,0,1,1,0,차대차 - 측면충돌,차로위반,건조,맑음,교차로 - 교차로부근,이륜,남,52세,중상,승용,여,61세,경상
2021050600100545,2021년 5월 6일 22시,목요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승합,남,69세,상해없음,이륜,남,19세,중상
2021050700100011,2021년 5월 7일 01시,금요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,19세,경상
2021050700100022,2021년 5월 7일 03시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,이륜,여,29세,경상
2021050700100050,2021년 5월 7일 07시,금요일,경기도 수원시 팔달구 화서동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,35세,경상,승용,여,30세,경상
2021050700100110,2021년 5월 7일 09시,금요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,53세,상해없음,승합,남,54세,상해없음
2021050700100113,2021년 5월 7일 09시,금요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,60세,상해없음,승용,남,40세,경상
2021050700100161,2021년 5월 7일 11시,금요일,경기도 수원시 팔달구 지동,부상신고사고,0,0,0,1,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,승용,남,40세,부상신고
2021050700100238,2021년 5월 7일 13시,금요일,경기도 수원시 장안구 송죽동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,여,50세,경상
2021050700100239,2021년 5월 7일 13시,금요일,경기도 수원시 팔달구 지동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,승용,남,29세,경상
2021050700100313,2021년 5월 7일 15시,금요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,59세,상해없음,이륜,남,69세,경상
2021050700100350,2021년 5월 7일 16시,금요일,경기도 수원시 팔달구 우만동,경상사고,0,0,3,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,승용,여,66세,경상
2021050700100352,2021년 5월 7일 16시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,여,46세,상해없음,승용,남,63세,경상
2021050700100442,2021년 5월 7일 18시,금요일,경기도 수원시 팔달구 고등동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,남,44세,경상
2021050700100619,2021년 5월 7일 23시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,이륜,남,39세,경상
2021050800100204,2021년 5월 8일 12시,토요일,경기도 용인시 기흥구 신갈동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 교량,건설기계,남,53세,상해없음,승용,여,33세,중상
2021050800100258,2021년 5월 8일 13시,토요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,73세,상해없음,승용,남,32세,상해없음
2021050800100261,2021년 5월 8일 13시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,4,0,차대차 - 추돌,안전거리미확보,건조,맑음,기타 - 기타,승용,여,36세,상해없음,승용,남,32세,경상
2021050800100388,2021년 5월 8일 16시,토요일,경기도 수원시 팔달구 팔달로2가,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,승합,남,62세,상해없음,보행자,남,72세,경상
2021050800100395,2021년 5월 8일 16시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,28세,경상
2021050800100396,2021년 5월 8일 16시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,71세,상해없음,승용,남,41세,경상
2021050800100431,2021년 5월 8일 17시,토요일,경기도 수원시 장안구 영화동,부상신고사고,0,0,0,1,차대차 - 기타,교차로운행방법위반,건조,흐림,교차로 - 교차로안,승용,남,39세,상해없음,이륜,남,22세,부상신고
2021050800100491,2021년 5월 8일 18시,토요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,71세,상해없음,승용,남,28세,경상
2021050800100522,2021년 5월 8일 19시,토요일,경기도 수원시 장안구 영화동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,이륜,남,26세,중상
2021050800100545,2021년 5월 8일 20시,토요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,기타불명,원동기,남,21세,경상
2021050800100572,2021년 5월 8일 21시,토요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,76세,경상,화물,남,85세,기타불명
2021050800100597,2021년 5월 8일 22시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,남,23세,상해없음,승용,남,59세,경상
2021050900100098,2021년 5월 9일 10시,일요일,경기도 수원시 영통구 원천동,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,승용,남,34세,중상
2021050900100123,2021년 5월 9일 11시,일요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,25세,상해없음,승용,남,50세,경상
2021050900100197,2021년 5월 9일 13시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,불법유턴,건조,맑음,기타 - 기타,자전거,남,68세,상해없음,이륜,남,65세,중상
2021050900100381,2021년 5월 9일 18시,일요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,30세,상해없음,보행자,남,55세,경상
2021050900100383,2021년 5월 9일 18시,일요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,이륜,남,47세,경상
2021050900100483,2021년 5월 9일 22시,일요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,41세,부상신고,승용,여,37세,경상
2021050900100488,2021년 5월 9일 22시,일요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,31세,상해없음,개인형이동수단(PM),남,31세,경상
2021050900100500,2021년 5월 9일 23시,일요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61세,상해없음,승용,남,30세,경상
2021051000100003,2021년 5월 10일 00시,월요일,경기도 수원시 팔달구 인계동,중상사고,0,2,0,0,차대사람 - 보도통행중,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,26세,상해없음,보행자,여,57세,중상
2021051000100105,2021년 5월 10일 09시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,승용,남,66세,상해없음,화물,남,61세,경상
2021051000100106,2021년 5월 10일 09시,월요일,경기도 수원시 권선구 세류동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,젖음/습기,비,교차로 - 교차로부근,승용,여,56세,경상,승용,남,26세,경상
2021051000100107,2021년 5월 10일 09시,월요일,경기도 수원시 권선구 세류동,경상사고,0,0,2,0,차대차 - 기타,직진우회전진행방해,젖음/습기,비,교차로 - 교차로안,승용,여,53세,상해없음,승용,남,50세,경상
2021051000100151,2021년 5월 10일 11시,월요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,젖음/습기,맑음,교차로 - 교차로안,승용,남,81세,상해없음,승용,남,51세,경상
2021051000100152,2021년 5월 10일 11시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,화물,남,23세,상해없음,승용,남,27세,경상
2021051000100184,2021년 5월 10일 12시,월요일,경기도 수원시 영통구 신동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,29세,상해없음,승용,남,29세,경상
2021051000100218,2021년 5월 10일 13시,월요일,경기도 수원시 팔달구 고등동,경상사고,0,0,1,1,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,남,64세,경상
2021051000100290,2021년 5월 10일 15시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,젖음/습기,흐림,단일로 - 기타,승용,남,53세,상해없음,승용,여,49세,경상
2021051000100330,2021년 5월 10일 16시,월요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,승용,남,66세,경상
2021051000100337,2021년 5월 10일 16시,월요일,경기도 수원시 팔달구 고등동,중상사고,0,1,0,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,44세,상해없음,,,,
2021051000100371,2021년 5월 10일 17시,월요일,경기도 수원시 팔달구 매산로3가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,승용,여,36세,경상
2021051000100565,2021년 5월 10일 23시,월요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,보행자,남,54세,중상
2021051100100104,2021년 5월 11일 08시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,60세,상해없음,승용,여,66세,경상
